label,tweet,label_id

random,"@SZKev Trust me, you don't know damp....you wanna see the weather we've had here today",7

random,@Harry_Styles make the most of ur last year as a teen cram in as much fun stuff as possible so u can say u did some fun stuff when u were 19,7

random,"@TracyD_LFL enjoy girls and work mighty hard! Meanwhile, Army fitness Test tomoz am, come see me if you have it in you! #LFLQLD",7

random,Spending my annual leave sick in bed in not my idea of fun :(,7

random,"Talking about taxing, lol @M020236... Remember that time at Browns Plain with Hoa hahahahahahahahhaha omg we r too funneh",7

random,#bigwet Ice still available at Bellrick Street Acacia Ridge,7

random,"#LyricsWeAllKnow I'm bulletproof, nothing to lose. Fire away, fire away.",7

random,"Guys i think im falling sick ;___; watery eyes, sneezing fits, runny nose... yeah it doesn't look good &gt;&lt;",7

random,@rabidsquid Not at present. Where would AppleScript support come on your Xmplify wish list?,7

random,@jeffstinco I get that all the bloody time.,7

random,@Karina_Carv so I guess you'll be leaving us soon? #yourjobisdone,7

random,Tennis all over for another year Oz open is fab 2 weeks,7

random,"@WilliamShatner As if any of U know, if your sitting do u realize your being supported, do u know know what exists beyond the almighty me.",7

random,DESPERATE FOR WORK! Varsity Lakes http://t.co/TPUCEqc1,7

2013_Queensland_Floods,@Miss_SarahNZ A lot of service roads are inundated with water &amp; pple are taking other roads causing more traffic than usual. Xx,5

2013_Queensland_Floods,I love the irony that most of Brisbane is underwater yet we could run out of it :/ #bigwet #irony,5

random,Time to rest before my favourite day or the week cardio kickboxing whoops I mean Friday,7

random,"LJ Hooker Chermside screwing me around again - reported stove broken on Thursday, call today and they say they didnt know about it.",7

random,OMG! I GOT A AA ON ABYSS ON HEAVY!!! I ALSO UNLOCKED THE EXTRA STAGE!! IVE NEVeR DONE THAT BEFORE!!! #SCREAMING http://t.co/Qhi360h9,7

random,"Sick of damn guys asking me fr nudes. Go on http://t.co/i4qQVqBG if u wanna get off, im not ur damn adult store.",7

random,imagine if i ran into atl in southbank?? they're most likely to be there when they come to brisbane unf ???????,7

random,"@kid_panda yes forreal. I've accessed it in Samoa, Australia &amp;in NZ &amp;it's the same in Utah too. Lol.",7

random,@Gabby_gabs_ I KNOW BUT WE DON'T EVEN KNOW WHAT HAPPENED YET AND ITS JUST SO... UGH,7

random,@heybriannamay exactly. There is no excuse for it because it ruins family's and it hurts people. No one deserves that feeling.,7

random,Experienced Nail Technician Varsity Lakes http://t.co/6Zju4K6a,7

random,my entire TL is HSM lyrics,7

random,Trees and branches down everywhere #currumbin #wildweather #winds  @ Palm Beach Currumbin High School http://t.co/a7EIrHGD,7

random,@hamizaaah I'll just leave you WONDER around till I STRUCK you with things other than food. *still trying to hint*,7

random,@UStupidBitch lol I know a few people who are more than happy to have them here,7

random,Those naughty Teds in Bed! http://t.co/6PpLDO4W,7

random,Brand new galaxy s2 white $410.00 Southport http://t.co/sBAanIPr,7

2013_Queensland_Floods,FUCK OFF RAIN!! RUINING EVERYTHING!!,5

random,My view on the way to work. Sure beats a train. http://t.co/bH1anoBJ,7

random,"Alt-j, bat for lashes, real estate (@ RNA Showgrounds for Laneway Festival w/ 6 others) [pic]: http://t.co/83h2jFhj",7

random,"@Optus hi Esther, yup still no good - out since yesterday. Thanks, Angus",7

random,"I'm at Australia Post (Upper Mt Gravatt, QLD) http://t.co/BIPfiHCW",7

random,XBOX 360 Games for sale $10.00 Main Beach http://t.co/LnBQqKjJ,7

random,@invig (I currently use Type2Key but doesnt help when Im out &amp; about),7

random,"My mate Ben Roper has been missing since 26 Jan,   Please help us find him x http://t.co/8AZMM8Um http://t.co/9SMC9dCh",7

random,"@_JulzElise_ well apart from the 5 ft of water, it'll be a great spot to park!",7

random,"@DavidMorton359 sure, but she started the Great Liberation which made things Better. I regard the GPO as a quaint pocket of soviet era shite",7

random,Woohoo! One of the collective guys is following me :D @JaydenSierra thaaaanks i feel honoured :D,7

random,Parking really puts me off (large car) in the city &amp; public trans at night doesn't make me feel safe.  #WhatsAGirlToDo,7

random,"Cloudy apple juice  sausage rolls , Aircon and movies ! With @Gmbuenaflor",7

random,I guess we all have those times when we feel like a f**king loser,7

random,@thetrufflelady yep. Got a mountain of work to get through. Off to DJs parade in Sydney this week then Kenya the next,7

random,@B105LSA Fingers  &amp; Toes Crossed! #BigWet,7

random,@Littlemixoffic so proud of you girls!! dna tour vids are making me teary! Love you lots xx http://t.co/fPJR2OAz,7

random,27 more please it would be great if I could get,7

random,"@scgmacgill 2012 vintage reds have started arriving, best vintage on 20 years apparently. Teusner 'Joshua', S/G/M. http://t.co/8cXFXb57",7

random,Oops? RT @petertaggart: The stars of Hansel &amp; Gretel: Witch Hunters are here to talk to us about acting. #AACTA,7

random,@SURLYPENGUIN damn here I was expecting some strings,7

random,"@cloudsabove cheers mate. As far as I know, everyone's alright. Australia Day was this weekend so not ideal for Aussies",7

random,Vintage surfboard. Ride it or hang it. $100.00 http://t.co/6Iq5X2K2,7

random,Well I guess its time to pull on the Raincoat of Reason and the Gumboots of Prosperity and go milk the cow.,7

random,@yvonnetrinh Hehe yeah! I was actually sleeping but they woke me up to watch soccer so I may as well make a use of being on the field!,7

random,@M4ttAnderson hubs liked that movie review,7

random,@Carina_Nguyen I need a running buddy,7

random,Thrilled to say sales of this week's Guardian are up! Grab a copy while you can #whitsundays #longliveprintmedia #newspapers,7

random,Saw #zerodarkthirty tonight. Feeling really unsettled. #heavy,7

random,Ariana do u c me on ur tl,7

random,"I'm at King Of Knives (Indooroopilly, QLD) http://t.co/J0E7bTLj",7

random,Getting lead test done for work.... Im so scared im shacking lol... #sook,7

random,@AmyCim can you please follow me Amy ! I've watched all of the cimorelli covers and you all are truly amazing,7

random,@NiallOfficial hey  how are you today ?,7

random,Good morning how do i comment on someone's tweet?.,7

random,@RicksterCDN probably a wise decision :),7

random,Fuck sake Wings. Stars get their inevitable goal #GOWINGS,7

random,"@peterlu0ng I was like oh my gosh, I'm surrounded by TB's. they're everywhere. Some just try too hard.",7

random,"u r pregnant but u can't see it or feel it yet or have the baby but u know u will soon! Its a process. Hold on, God is birthin in u a vision",7

random,@ajmaus thanks Xxxx they're fine and in good spirits :),7

2013_Queensland_Floods,@SESBrisbane: Another Brisbane City SES team heading out..#bigwet http://t.co/VEkdKXxV we are all thanful for the volunteers. Stay safe.,5

random,My workplace smells of rodent.,7

random,@JillHallMP Good luck to the pre-selected ALP candidate. My wife and I know what to do. ;-),7

random,@breebella12 you need a bodyguard champ!,7

random,"Honda Jazz For SALE!!! $5,500.00 Southport http://t.co/0PxkAX9M",7

random,@Hasa81 when I type you @ there is 2 for you,7

random,"Geale v @Anthony_Mundine tonight booked and ready to go can't wait, gonna be great fight with Choc showing he is the man. Good luck Choc",7

random,oh my gosh o I can't sobbing jack ily r u okay oh :-((((( http://t.co/MeuTH8Yl,7

random,@erbrcrdr oh poor Cathstar please go pack &amp; have a great holiday. Barbie hope the power comes back on before you leave,7

random,Exams r over that means less social netwurking coz i have a life....NOT..,7

random,"Drinking Wine, burritos for dinner and planning adventures! #Overseas #NewYork #Drunk #Dreams",7

2013_Queensland_Floods,@Lydiii_ you'll have to swim here with all the floods!,5

random,@MalePersuasion not for my own boots,7

random,@tyleroakley @harto omg i missed ur twitcam coz i was at scl and pretty much died on the scl floor wen i got the notification....asdfghjkl,7

random,Pirate hat  Wine  Music  Storm    Killing it.,7

random,@Brisbanism lmaoo are you kidding. No. Like 20 people live in Brisbane.,7

random,@AunTime39 Oh I read that as I'm in Inport.,7

random,Just carried 14.5litres home from the shops. In this heat. I feel like I'm on biggest loser!,7

random,"Sneak peek at the beautiful gowns for tomorrow shoot - different colours, different fabrics..al @ The Cliffe http://t.co/PiLCIden",7

random,"Yay, back at work, in limited capabilities, but back :-D (@ Redland City GymSports) http://t.co/hR6eAGaI",7

2013_Queensland_Floods,Flood hunting with @adermann5 @alicem26 and @kilkenny_d #floodhunting #brisbane #bigwet #ri @ Guyatt Park http://t.co/ZIWCb0dF,5

random,Anyone to #tweet with? #bored as hell,7

random,@TJch9 maybe Warnie should get Peter Jackson to direct it in to a trilogy and release it slowly over the next 3 years #cricket,7

2013_Queensland_Floods,Just lost power but only long enough to grab the torch and turn it on.,5

random,rafters is always so sad nowadays :( ever since Mel died #packedtotherafters,7

random,"Gonna shower, then I'm gonna chill out in front of the tv. Tweet at me guys!!",7

random,I have to say Nole Djokovic is getting more like able each year. #becomingafan,7

random,Just posted a photo @ goodstart  learning http://t.co/MY79Sz7z,7

random,@PatcholiCowgirl ugh she completely disarmed me with her over familiarity,7

random,Get your Trade recognition / Qualifications Surfers Paradise http://t.co/icZ2KKEo,7

random,@gary_lfchandley 8 was taken so 9 was the next best thing. Because I'm born in. 93,7

random,Anyone installed Sublime Text 3 yet? Thoughts?,7

random,Hello Brisbane - great couple weeks ahead of us! Need to hit a shower pronto. (@ Brisbane Airport (BNE) w/ 2 others) http://t.co/dtNAlTwH,7

random,RUST / corrosion / damage repairs / Race car duct/flute/scoop. Oxenford http://t.co/pnrg2iBY,7

random,@carlymelissa_x @PaulGGGunter @N_Lawlor Most people that get too close to Neil get a rash. It'll clear up.,7

random,"A day before Cammy's first day of school, Mum, my heart is too nervous for tomorrow. He is so Kyoote omg miss my lil Cam&amp;Alex!",7

random,@RealBrettHansen IKR I wanted to flip her off but couldnt,7

random,@MicahMas1 my biological mum is alive in #PNG my mum that passed is her sister. She raised me as her own.,7

random,@GBarlowOfficial how have you not got the tennis on??,7

random,@galekxy @TonyAbbottMHR @FrogCranky and they both wear IR as a badge,7

random,Wooden Queen bed frame and near new matress only 6mths old $180.00 Burleigh Heads http://t.co/myaHo29q,7

2013_Queensland_Floods,"Black Rd, Milton behind Office Works is flooded. (at Officeworks) [pic]  http://t.co/JbqTwOF0",5

random,There's still a really good side somewhere in the Brisbane Roar.,7

random,@CLeeds24 we have a good spot but not home yet. Have some tricky aways before playing City. Then have Arsenal away &amp; your lot at home after.,7

random,"@essemmeff it's very windy isnt it, yes alk good. How bout u guys xxx",7

random,@wwwbigbaldhead Well I imagine it would a lot more fun than school with bitches and sluts and dicks etc.,7

random,I'm at Suncorp Stadium for Brisbane Roar vs Central Coast Mariners w/ @jimpii http://t.co/FkAvQHPx,7

random,Help us make out new blog awesome..?? Any suggestions for post content?? Xox @ element eden HQ http://t.co/0Mm4EdKA,7

random,@JackWestbury2 you have now. .              lol jokes. im reserved for luke brooks,7

random,It's official majority of peeps think @El_Raddo looks eerily similar to @grumpycat,7

random,@BBCSport so he knew they would lose the game before it started?,7

random,On the other hand Il. probably buy the new Skyrim DLC even though I havent played any of Dawnguard yet. At least Bethesda adds gameplay.,7

random,@ShagMeStyles thanks for the follow babes,7

random,The same teenagers who mocked Funniest Home Videos in its hey day are now on Tumblr reblogging gifs of cats falling over.,7

2013_Queensland_Floods,#Natural_Disasters_N Mini-tornado hits Oz town: People look at a boat that has been washed up onto rocks at Airl... http://t.co/eJL4dwOt,5

random,@anmjoven ah yes that's awful I think I read that in the news,7

random,@phillutton VERY good read Phil.   Twitter was hilarious last night. Had a retweet from Rusty Crowe when I told him to stick to singing,7

2013_Queensland_Floods,Why do communities need to have their natural disasters validated by a politicians visit? Is it not a real disaster until the visit?,5

random,@Rachyelle92 I hope so thanks rinky!,7

2013_Queensland_Floods,"@SKK25 oh, you mean you don't know everything ???? Sometimes people just don't think. Hope you guys are safe and dry.",5

random,OK I'LL CONTRIBUTE TO THE FRANK IERO PERFECT ON MY TL YEAH OK http://t.co/abbEHzuh,7

2013_Queensland_Floods,@Georgweina We got out by helicopter late last night and have been staying at a friends place on FE Walker st. since then. So all is good.,5

random,"@bmagnanti Please dont judge Aussies by The Australian newspaper! Losing circulation &amp; increasingly tabloid, sex always sells etc",7

2013_Queensland_Floods,"Just got the automated phone call telling us there would be major flooding tonight. Won't affect us here, but still makes you worry a bit",5

random,Not sure if at beach or snow field... @ Alex Skate Park http://t.co/gO0weGNI,7

random,"@invig (looking forward to a 27 retina cinema display, though! Not expecting it for a few years :P)",7

random,manual torque wrench - brand new - ono $125.00 Coombabah http://t.co/EBJyO7B7,7

random,Its so humid on the walk to work that the air is sweating on me.,7

random,@StalkingReedus @jisaneko @wwwbigbaldhead If I was in the airport I would pretend I didn't know him and then help him with his stuff. :),7

random,@aquaknit I found out its a fairly casual place. Red dress is much more casual so it's the red dress!,7

random,"@NewsTalk4BC: Bruce Hwy is still CLOSED at Gympie, Traveston &amp; between Maryborough and Gympie, will be for the next day or so. Bummer.",7

random,At Brisbane City after class (at South Bank) [pic]  http://t.co/vRPluUCS,7

random,@nenalyzed it's terrible .. From one extreme to another,7

random,I love chirping at my friends lol,7

random,@MLB: There is a high school ballplayer named Fenway Parks. True story: http://t.co/iTnBwJah http://t.co/yBIbgxEB,7

random,@Whyrl I have the most jealousy ever.,7

random,Bobcat and tree removal Broadbeach http://t.co/6HTBTRf5,7

random,Omg yes I didn't miss the wet tshirt contest,7

random,@tweetsfromzac I can't say anything nasty to him. He's like an adorable little teddy.,7

random,@BrooksBeau Keeks!! My favourite thing about you boys!!,7

random,"01.02.2013 - This is how I start my Friday morning, greeted by this little monster! I walk into my office http://t.co/zOClM043",7

random,As my place of employment has kindly closed for the day... A late latte w sonny boy.  @ Banneton Bakery http://t.co/iLmneq65,7

random,@BreeOlson is real sex with you anything at all like in your porn work?,7

random,"@bevan_koopman Level 8, Y Block @ QUT as of next week.",7

random,@Stana_Katic congratulations on the 200K followers!! You are a inspiring and amazing human being :-D xxoo,7

random,@ZaynTurkishFan you first love :) from faves Xx,7

2013_Queensland_Floods,@kellyhd: Husband gave a mouthful to a dad at Ormiston who had his kids on boogie boards in  water. Honestly. #bigwet #qldfloods well done,5

random,"One of tonight's specials at the RSL.. Chicken, bacon, sun dried tomato, kalamata olive, toma @ Canungra RSL http://t.co/UzwgblOS",7

random,A big hello to our newest follower @saigebirrell_! xx,7

random,@JohnBirmingham hopefully the deli is serving,7

random,Mocha is quite pricy (@ Buzz Bistro) http://t.co/YXWMv4pH,7

random,I JUST FEEL SO SORRY FOR ALICIA LIKE WOW,7

random,I'm at Pool Side At Peppers On Blue http://t.co/LGTTfecI,7

random,Wants to see Maxwell get his 50 #AUSvWI #Cricket9,7

random,"@ScandalABC MellieYou are his partner, you are his wife, Some mistress doesn't change that...You are his wife right to the end.Hard 2 take",7

random,@coreywilson76 the problem is every one of these guys has a woman telling him how much she loves it.,7

2013_Queensland_Floods,OMFG THE FLOODING IN THESE STREETS IS UNBELIEVABLE,5

random,@Team_LiLy thanks love.. I'm actually in bris but can't get home yet.. Mum said its insane up there.. Going to Keith urban tonight wee,7

random,@ACLBeware soon to have 'waterfront' views ;),7

random,"@LogicalJoseph In other words, how do you encourage &amp; foster +ve attitudes to learning? Kids think bright = daggy #education",7

random,Has that old Spanish lady been up to her restoration tricks again? @ Bowen Hills Railway Station http://t.co/bQbaJXr0,7

random,"@kosma003 Thanks for the follow, if you ever need anything at all please be in contact.",7

random,@drunk_bitchez haha 'sall good...jw is that you on the left in your avi?,7

random,"Jamie and Renee at the lookout, Binna Burra, in 'Inkwell' filter. 7  @ Binna Burra Mountain Lodge &amp; Campsite http://t.co/61mE6E4Z",7

random,"This RT @SlicKSaneL: I hate when bitches be like I want someone like you Bitch,I'm someone like me.",7

random,SKATEBOARD - BRAND NEW - NEVER BEEN OUT OF HOUSE $12.00 Mudgeeraba http://t.co/ERFheXZA,7

random,"@Lydiii_ I know the feeling, only just stopped here",7

random,I have also come to the conclusion that I am not getting my tigers and sharks jumper back from my best friend hahaha,7

random,No power ... Doesn't sound too bad...  Wait ... OMG I've only got 26% charge left on my phone ... Potential crisis looming.,7

random,"@OldmanWyatt yeah, I got to stop practicing love and tolerance!!!",7

random,@azizulhaziq14 thanks ! &amp; happy birthday to you too ! :) have a lovely 17th !,7

random,"Turkey &amp; pesto bagel, long macchiato &amp; raspberry cupcake.  @ Sugar Jar http://t.co/jCxSNJCl",7

random,"@jimmyti And retinas, like Airs, are non-upgradeable. So maxing your RAM makes a lot of sense.",7

random,"@macsnorky Back on the Sunny Coast, Peregian Springs",7

random,Ive grabbed Netbot while its free just in case Twitter becomes rubbish and I want to jump ship to AppDotNet. Is anyone using that yet?!,7

random,@invig @scottjacksonx Also the prices for these things are so token now as to be virtually free. The mac sales thing would be the big hold.,7

random,@tonedeaff oh awesome I forgot I can turn mine as well!!,7

random,"@NRDC: Join the largest climate rally in US history! #forwardonclimate rally in DC, 2/17 Click to sign up http://t.co/S0mzfScG #KXL",7

random,It's about this stage I wonder what #mundanes spin doctors are working on excuse wise,7

random,"I'm at Tom Burns Bridge (Tingalpa, QLD) http://t.co/uLcZoSQ8",7

random,@autocorrects: When your friends try embarrassing you in front of your crush. Haha definitely my besties fab thing to do!,7

random,@UStupidBitch I'm not sure if you can get to it yet but husband could see it.,7

2013_Queensland_Floods,C'mon centre link! Please give me that 1G! Anyways hope there's more raining and flooding.,5

random,Watching #NCIS season 2 because i miss Kate Todd,7

random,"Very rough weather at Mooloolaba. No flight home today. Cyclone, tornado, what ... http://t.co/Ub6AjCBG",7

random,@CHARLIEM0RGAN CUNT. Where are you #inhiding,7

random,@RowdyBec I just saw ur tweet....liked it then all of sudden heard ur voice on tv!! It was a clip of u being interviewed for the Project!!!,7

random,@boldinsider @cbsdaytime This is so wrong! It's like Victor &amp; Sharon. Ew!,7

random,The Qld Premier Campbell Newman holds a press conference with the Rocky Mayor @9NewsBrisbane http://t.co/sAq6CCXD,7

random,@GeordieFelesina You do realise private islands are worth a shit tonne.,7

random,@jeramax that's ok we can meet somewhere,7

random,Scouts taught me how to survive with no power and how to live on gas stoves Got a badge to prove it #thuglife http://t.co/3fjtuLlO,7

random,"@weekndkngracing @thegeneralwkr it's the Mariners playing @brisbaneroar, tradition says the away side will need it. #chokers",7

random,Cooked dinner and final got tyson to eat dinner grrr,7

random,"@ANZ_au lead by example , pull funding to #ausopen cut #coalmines now ! Stop enabling #climatechange",7

random,Finally should be getting my car back today  :-),7

random,@mtchikawa walked into a chinese shop and thy wer ryt by th till...cudnt get em tho#dietgwans,7

random,Just because I'm smarter than you guys and the one who has the most impeccable vocabulary doesn't mean I cannot complain now and then~Moony,7

random,"Don't hate the Pirate, Hate the Salty Sea's We SAIL* OGDP....FAR&amp;FEWbetween # @ From the Depths, Salty Sea's http://t.co/ouzPai4O",7

random,The Rubens #Laneway @ RNA Showgrounds http://t.co/BN5zSmy6,7

random,@Qldaah we don't need a statue put the money into fixing roads please,7

random,Loving getting my mean on @harvest_rain #judssmokehouse,7

random,Tough spot for coffee (@ Juliette's Gelateria) [pic]: http://t.co/SAV352y0,7

2013_Queensland_Floods,Just heard first siren... hopefully there won't be as many as 2011 #bigwet #qldfloods,5

random,@GigaRussian zoo keepers boy is my fave of theirs,7

2013_Queensland_Floods,"Sun is shining, the rain has stopped the alp are falling apart the election has been called the world is correcting itself!",5

random,@ccowman87 I took that whole sentence to the gutter.,7

random,"@dfmzz @Fantasticon86 Yeah, thats not my fave. Couldnt get into the Princess something? The Wii one",7

random,@AneBorre thanks babe for the follow,7

random,made my FANNY PACK for #SW13 cause I'm a cool kid #SWS #SleepingWithSirens #soundwave #awesome http://t.co/nddWsECC,7

random,"Why not just tell me when I say Im running CS5.5 that Ill need to call instead of wasting my time when you cant help? Boo, Adobe. Boo!",7

random,Boys robot duvet set $60.00 Pacific Pines http://t.co/HDVCcq7h,7

2013_Queensland_Floods,"@tdlluvpit @KenWahl1 @dciphoenix @Mark__Harmon @NewsTalk4BC yep have perfect spot, no-one has bments in #Aus, we flood &amp; burn,never tornados",5

random,@byrdceed @can_do_campbell there were massive investments made pipes etc during drought. Sucks now but if no flood would have been worth it,7

random,Will not watch indiian dick heads sorry mkr.,7

random,LARGE OIL CANVAS PAINTINGS 3 TO CHOOSE FROM $60.00 Paradise Point http://t.co/rN5NVFqG,7

random,Anxiety will be the death of me.,7

random,Praying that the team from Extreme makeover turn up at my door and reconstruct my face,7

random,I just ousted @nathaliedee as the mayor of Adrian's and Nathalie's Place on @foursquare! http://t.co/HljiWeOH,7

random,Showing up is overrated. Necessary but not nearly sufficient. @ThisIsSethsBlog: Seths Blog: http://t.co/EROXSagH,7

random,@M020236 @sbro86 oh man! That's terrible! Hahahahaha,7

random,Busses in Brisbane are having identity crisses some think they are Bees others think they are rockets,7

random,...and the longer than usual morning commute commences  @ Windsor http://t.co/8p8AurYK,7

random,The hobbit finally (@ Birch Carroll &amp; Coyle Cinemas) http://t.co/7BB163NH,7

random,"#followfriday @CallMe_Lisa_ my Gemini twin. Respect her so much.Understands me sometimes better than anyone.Beautiful,amazing young lass",7

random,"Waiting for the plane to Port Macquarie to see my babies and my parents, and to pick up my new toy. [pic]: http://t.co/IjLOiCyM",7

random,Ministry - Jesus Built My Hotrod,7

random,Fuck this in going to bed,7

random,#FF to the awesome and hilarious @AnnaKendrick47 because her tweets make me laugh so hard I'm sure one day I'm going to die of laughter :-),7

random,@LydiaCLee we are safe and dry thanks. Just frustrated at not being able to get home.,7

random,@callumjcoe fuck no I'd kill myself,7

random,@Anpumon very proud of the epic amount of tail i just posted to FA ^_^,7

random,need to go to Nashville when I go to America,7

random,@nealst :at least our guard admitted there was no timetable.,7

2013_Queensland_Floods,"Weather events will continue! How about event- proofing our vital services? Water, phone, digital, roads?",5

random,On my way to Sydney. (@ Gate 40) http://t.co/NL8a4hUr,7

random,"I'm at Great Western Super Centre (Keperra, QLD) http://t.co/Mm16SuHF",7

random,@harto is coming to Australia!! Putting in for annual leave now! #sofuckingexcitedyoucannotevenimagine! #repostforspellingmistake,7

random,@ShoyukoTakirin lol confused haha so its not the main guy its a different guy?? Lol,7

random,I just ousted @ads1969 as the mayor of Coles on @foursquare! http://t.co/4bNsqrtH,7

random,'campbell' is now trending in #Brisbane http://t.co/XLYcmGe6,7

random,This is the bridge I need to cross to get home :( I don't think I'll be going home tonight... @ Laidley http://t.co/a2yqQefJ,7

random,Child support Charlie evil woman !!! Nasty and vindictive have no morality,7

random,"LFL Commissioner's Corner, did get a mention! 'Joey from QLD'! Impressed as! #LFLAustralia #LFLQLD Taa@LaurenLFLAus11 http://t.co/lBAJ5GtT",7

random,@ISF_missIre: I nominate @iansomerhalder for a Shorty Award in #actor because...he is a great actor http://t.co/RhU6O2Wc,7

random,7 x Large mens Bonds undies $25.00 http://t.co/r65gsUmm,7

2013_Queensland_Floods,Does Australia get an award for being on fire and flooding at the same time?,5

random,@MrMoufPiece thanks for the follow bud ;),7

random,@Vilner2: RT @DingosGlamours: #lesbians #beach #RetweetIfYouLike http://t.co/Wwbm23eH i want to be at that beach ;-),7

random,@amelia22596 in like 15 hours or something I think,7

random,@JoshhSHOTS I'm not going to let an ex-cyclone ruin my night,7

random,@GesiLorraine Lucky you! It was beautiful. Would love to come back.,7

2013_Queensland_Floods,Logan Mayor Pam Parker assures Waterford Parents that the Waterford Bridge shouldn't flood #bigwet,5

random,"I'm at Central Railway Station (Brisbane, QLD) w/ 2 others http://t.co/lZ3kmkfY",7

random,OMG except he's weird as fuck,7

random,@inmoxiecated way ahead of you.,7

random,@MellyPrince terrible is better way to describe it (with the exception of PBC of course),7

random,@SydneyMardiGras You may want to redirect the naked domain to the www URL for your site http://t.co/P1nsGaOv,7

random,@FranFormo_xxx ah thanks petal!! Yea havin an amaaze time thanks! Hope ur wellllll miss uu =) xx,7

random,Great - Ive exceeded my data on my phone plan and used all my data on my iPad. FUUUUUUUUUUUCCCCKKKKKKKK,7

random,@Tomlogan44 how was that kidney punch #couplabrokenribs,7

random,Currently downloading about 30 apps to keep me occupado during this 24 hour flight #depressing,7

random,Boredom has brought me to ponder life.....lol jokes! (@ Toby's Place) http://t.co/GsiR9sUd,7

random,this is 40 is such a crack up of a movie!,7

random,@FactHive: Male kangaroos are known to perform autofellatio. Well hello Skippy,7

random,@FatherWay ok I'll check again tomorrow after school then,7

random,@TRiRawrR it's only between us. Recall it son! Feel it with your heart!,7

random,"Today's SOAP Verses. Ex 23-24, Ps 14, Acts 5 https://t.co/MzuDpJLQ",7

random,I don't know why red wine is so popular. http://t.co/ZrfCQdWt,7

random,Night at grandma and grandpas ... Always interesting  #grandpa #teddy #caboolture #nutcase #in @ Caboolture http://t.co/CcdtJAdW,7

2013_Queensland_Floods,#flooding under blue sky! Good to see the boys are prepared #brisbane  @ Milton Physiotherapy http://t.co/bEMsKj9K,5

2013_Queensland_Floods,@QPSmedia: Moreton Bay Regional Council have provided an up to date road condition report. #bigwet http://t.co/zDPZUuDq @Authentic_Angel,5

random,@NitinR_ Awesome! Just downloaded it and I shall test it out tonight.,7

random,@Littlemixoffic so proud of you girls!! dna tour vids are making me teary! Love you lots xx http://t.co/iPSNJtwz,7

random,@clare_pullar thanks Clare. He is in theatre now.,7

random,I'm on a #Cleveland line heading the city. #bigwet left manly at 7.15.,7

random,Nice &amp; Cold .. @ Red Hill http://t.co/yWiQwIxV,7

random,"@Josheyjamesss GIRLS SHOULD BE LINING UP FOR YOU, niggas be kneeling!",7

2013_Queensland_Floods,Two days now without power in Ferny Grove,5

random,WOMUD curry night urban designers  @ The Indus http://t.co/fPIovXyn,7

2013_Queensland_Floods,Newmarket rd cut - ironic I'm on my way to get sand bags,5

2013_Queensland_Floods,Stuff the floods. I'm going to sleep. #bigwet,5

random,@Vossy7 I told you there'd be comedy,7

random,Yesterday was messy but fun!,7

random,Trillian has her new toy Pigly. Thanks Mum and Tim! @ Moon Unit http://t.co/8J3bjz0j,7

random,Interesting read on link between thyroid and diabetes. http://t.co/Iu3HWyQm,7

random,Thanks for your understanding and friendship....NOT! I'm sure some people were conceived through their Mum's tradesmen entrance.,7

random,Thoughts to going out to fellow qnslanders!,7

random,@Whyrl is yardhouse the bar in centre Waikiki with the HUGE row of beers on tap?,7

random,@callmerosedawgz please woman! dude I'm going to apply at some place at kippa then we can watch each other from our stores,7

random,@MrMattFulton Need to have the Lone Gunmen in there too!,7

random,@kissability looks like they have failed lyk a bau5,7

random,Right thing during times like this. Still think they would have self interest colouring their actions.,7

2013_Queensland_Floods,Praying for everyone else in queensland!!!! Lets stay safe together. I LOVEYOU QLDERS XXXXXX,5

random,@EmRuscianoi remember as I am an 80's teenager.,7

random,"@tastetrekker you guys ok? Just did a check of the animals, chook pen is now chook pool otherwise ok.",7

random,I can't really explain it but it's like all the shit and drama of the past two years has just disappeared,7

random,Chinese New Year (@ Myer) [pic]: http://t.co/UrSvI5kG,7

random,"I like you, but you ruin everything. Like my happy moods.",7

random,#tarragindi is now trending in #Brisbane http://t.co/XLYcmGe6,7

random,@fxtvau he should come and see my cow ;),7

random,Only 3more sleeps til the Super Bowl 49's Ravens by 3,7

random,Florencia Enghal (http://t.co/KH3z2TQv) at UQ Centre for Communication and Social Change conference #CCSC2013,7

random,"I'm at Suncorp Stadium for Brisbane Roar vs Central Coast Mariners (Milton, QLD) w/ 14 others http://t.co/GcBtoNCL",7

random,Mon Jan 28 2013 12:09:01 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 140E010S Date: 2013-028,7

random,@Sarahmahony what colour do you want to go?,7

2013_Queensland_Floods,@Optus thanks for the update. Understanding it takes a while before normal services resume.,5

